,Chromosome,TSS,TTS,Description,PromLenJing,PromTypes,name,PromLenSagie,opn_score
5349,15.0,642741.0,643307.0,Polyphosphate phosphatase; hydrolyzes diphosphorylated inositol polyphosphates and diadenosine polyphosphates; has high specificity for diadenosine hexa- and pentaphosphates; member of the MutT family of nucleotide hydrolases,740.0,1.0,DDP1,525.0,-0.3866185520306828
5350,15.0,644332.0,643394.0,Protein with a role in insertion of tail-anchored proteins into the ER membrane; forms a complex with Mdy2p; highly conserved across species and homologous to human gene C7orf20,729.0,2.0,GET4,164.0,-1.5897349425015213
5351,15.0,644566.0,646896.0,"GTPase with a role in ER morphology; interacts physically and genetically with Yop1p and Rtn1p; possible functional ortholog of mammalian atlastins, defects in which cause a form of hereditary spastic paraplegia; homolog of Arabidopsis RHD3",739.0,2.0,SEY1,164.0,-1.701602394158967
5352,15.0,648502.0,647126.0,"RNA endoribonuclease involved in perinuclear mRNP quality control via the turnover of aberrant, unprocessed pre-mRNAs; interacts with subunits of THO/TREX, TREX-2, and RNA polymerase II; contains a PIN (PilT N terminus) domain",735.0,2.0,SWT1,117.0,-0.0390298267216797
5353,15.0,649007.0,648804.0,Protein component of the small (40S) ribosomal subunit; nearly identical to Rps28Bp and has similarity to rat S28 ribosomal protein,712.0,2.0,RPS28A,256.0,-1.7894227754350176
5354,15.0,649303.0,651732.0,"Glutamine tRNA synthetase, monomeric class I tRNA synthetase that catalyzes the specific glutaminylation of tRNA(Glu); N-terminal domain proposed to be involved in enzyme-tRNA interactions",728.0,2.0,GLN4,256.0,-0.3377836404860046
5355,15.0,651840.0,651376.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; open reading frame overlaps the verified gene GLN4/YOR168W",,,YOR169C,,
5356,15.0,651858.0,652163.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene LCB4",,,YOR170W,,
5357,15.0,653884.0,652010.0,"Sphingoid long-chain base kinase, responsible for synthesis of long-chain base phosphates, which function as signaling molecules, regulates synthesis of ceramide from exogenous long-chain bases, localizes to the Golgi and late endosomes",768.0,2.0,LCB4,218.0,-1.2037333374702175
5358,15.0,654210.0,656570.0,"Zn2-Cys6 zinc-finger transcription factor that activates genes involved in multidrug resistance; paralog of Yrr1p, acting on an overlapping set of target genes",744.0,2.0,YRM1,218.0,-2.3406948565821457
5359,15.0,657264.0,658325.0,"Non-essential, stress induced regulatory protein; modulates m7G-oligoribonucleotide metabolism; inhibits Dcs1p; regulated by Msn2p, Msn4p, and the Ras-cAMP-cAPK signaling pathway; mutant has increased aneuploidy tolerance",759.0,1.0,DCS2,474.0,-0.1247658541497021
5360,15.0,658747.0,659601.0,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation,816.0,2.0,MED4,179.0,-0.5882708126436862
5361,15.0,661674.0,659815.0,"Broad-specificity lysophospholipid acyltransferase, part of MBOAT family of membrane-bound O-acyltransferases; key component of Lands cycle; may have role in fatty acid exchange at sn-2 position of mature glycerophospholipids",778.0,1.0,ALE1,582.0,-0.8336019568496029
5362,15.0,662401.0,663582.0,"Ferrochelatase, a mitochondrial inner membrane protein, catalyzes the insertion of ferrous iron into protoporphyrin IX, the eighth and final step in the heme biosynthetic pathway",816.0,1.0,HEM15,582.0,-0.3931403106692794
5363,15.0,667179.0,665785.0,"Component of the meiotic outer plaque, a membrane-organizing center which is assembled on the cytoplasmic face of the spindle pole body during meiosis II and triggers the formation of the prospore membrane; potential Cdc28p substrate",753.0,2.0,MPC54,,
5364,15.0,670241.0,667860.0,"Regulatory subunit for Glc7p type-1 protein phosphatase (PP1), tethers Glc7p to Gsy2p glycogen synthase, binds Hsf1p heat shock transcription factor, required for induction of some HSF-regulated genes under heat shock",1200.0,1.0,GAC1,700.0,0.273822147188878
5365,15.0,672411.0,671845.0,"Subunit of the APT subcomplex of cleavage and polyadenylation factor, may have a role in 3' end formation of both polyadenylated and non-polyadenylated RNAs",1200.0,1.0,SYC1,700.0,-2.6657012503025825
5366,15.0,675167.0,674352.0,"Peroxisomal protein; identification as a delta(3,5)-delta(2,4)-dienoyl-CoA isomerase involved in fatty acid metabolism is disputed",700.0,1.0,DCI1,212.0,
5367,15.0,675939.0,677840.0,"Actin assembly factor, activates the Arp2/3 protein complex that nucleates branched actin filaments; localizes with the Arp2/3 complex to actin patches; homolog of the human Wiskott-Aldrich syndrome protein (WASP)",765.0,1.0,LAS17,212.0,-2.541776976531564
5368,15.0,678793.0,678191.0,Protein component of the small (40S) ribosomal subunit; nearly identical to Rps30Ap and has similarity to rat S30 ribosomal protein,740.0,2.0,RPS30B,426.0,-0.3584635500370359
5369,15.0,678872.0,679261.0,"Protein of unknown function, required for survival upon exposure to K1 killer toxin",722.0,2.0,FYV12,,
5370,15.0,679357.0,680544.0,"3-phosphoserine aminotransferase, catalyzes the formation of phosphoserine from 3-phosphohydroxypyruvate, required for serine and glycine biosynthesis; regulated by the general control of amino acid biosynthesis mediated by Gcn4p",810.0,2.0,SER1,426.0,0.4517960795456384
5371,15.0,682106.0,681444.0,"GTP binding protein (mammalian Ranp homolog) involved in the maintenance of nuclear organization, RNA processing and transport; interacts with Kap121p, Kap123p and Pdr6p (karyophilin betas); Gsp1p homolog that is not required for viability",962.0,1.0,GSP2,700.0,-0.6621453850054095
5372,15.0,683111.0,683545.0,Putative protein of unknown function; proper regulation of expression during heat stress is sphingolipid-dependent,,,YOR186W,113.0,
5373,15.0,684030.0,685343.0,"Mitochondrial translation elongation factor Tu; comprises both GTPase and guanine nucleotide exchange factor activities, while these activities are found in separate proteins in S. pombe and humans",962.0,1.0,TUF1,303.0,-0.8645358184965684
5374,15.0,685767.0,689180.0,"Protein involved in positive regulation of both 1,3-beta-glucan synthesis and the Pkc1p-MAPK pathway, potential Cdc28p substrate; multicopy suppressor of temperature-sensitive mutations in CDC24 and CDC42, and of mutations in BEM4",796.0,2.0,MSB1,206.0,-2.1406090632933203
5375,15.0,689624.0,689974.0,Component of the INO80 chromatiin remodeling complex and target of the Mec1p/Tel1p DNA damage signaling pathway; proposed to link chromatin remodeling to replication checkpoint responses,725.0,2.0,IES4,293.0,-1.0587771170526947
5376,15.0,690695.0,692032.0,"Sporulation-specific exo-1,3-beta-glucanase; contributes to ascospore thermoresistance",721.0,1.0,SPR1,135.0,
5377,15.0,692475.0,697334.0,RING finger protein involved in proteolytic control of sumoylated substrates; interacts with SUMO (Smt3p); member of the SWI/SNF family of DNA-dependent ATPases; plays a role in antagonizing silencing during mating-type switching,790.0,2.0,ULS1,92.0,-1.245155288104706
5378,15.0,700567.0,698768.0,Transporter of thiamine or related compound; shares sequence similarity with Thi7p,1782.0,1.0,THI72,700.0,
5379,15.0,710446.0,711576.0,"Peripheral peroxisomal membrane protein involved in controlling peroxisome size and number, interacts with homologous protein Pex25p",763.0,6.0,PEX27,700.0,-1.212347867021701
5380,15.0,712543.0,711683.0,"TFIIA large subunit; involved in transcriptional activation, acts as antirepressor or as coactivator; homologous to largest and second largest subunits of human and Drosophila TFIIA",757.0,2.0,TOA1,184.0,-1.981272120101328
5381,15.0,712866.0,715331.0,"Kinetochore-associated protein required for normal segregation of chromosomes in meiosis and mitosis; component of the FEAR regulatory network, which promotes Cdc14p release from the nucleolus during anaphase; potential Cdc28p substrate",763.0,2.0,SLK19,184.0,-2.608195885092762
5382,15.0,716837.0,715593.0,"Protein involved in biosynthesis of the coenzyme lipoic acid, has similarity to E. coli lipoic acid synthase",736.0,2.0,LIP5,209.0,-2.74733686863983
5383,15.0,717086.0,718384.0,Putative cysteine protease similar to mammalian caspases; involved in regulation of apoptosis upon hydrogen peroxide treatment; proposed to be involved in cell cycle progression,718.0,2.0,MCA1,209.0,-2.2727019789780423
5384,15.0,720065.0,718653.0,Component of mRNP complexes associated with polyribosomes; implicated in secretion and nuclear segregation; multicopy suppressor of BFA (Brefeldin A) sensitivity,880.0,2.0,BFR1,152.0,-0.5603301949325683
5385,15.0,720181.0,720510.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",,,YOR199W,,
5386,15.0,720417.0,720815.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF MRM1/YOR201c",,,YOR200W,,
5387,15.0,721708.0,720470.0,"Ribose methyltransferase that modifies a functionally critical, conserved nucleotide in mitochondrial 21S rRNA",726.0,2.0,MRM1,187.0,-1.5453756003758476
5388,15.0,721946.0,722608.0,"Imidazoleglycerol-phosphate dehydratase, catalyzes the sixth step in histidine biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu, Co, and Ni salts; transcription is regulated by general amino acid control via Gcn4p",723.0,2.0,HIS3,187.0,-2.4775795614105656
5389,15.0,722565.0,722918.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; overlaps 5' end of essential DED1 gene required for translation initiation",,,YOR203W,,
5390,15.0,722911.0,724725.0,"ATP-dependent DEAD (Asp-Glu-Ala-Asp)-box RNA helicase, required for translation initiation of all yeast mRNAs; mutations in human DEAD-box DBY are a frequent cause of male infertility",719.0,2.0,DED1,198.0,0.5078538939405304
5391,15.0,727234.0,725564.0,"Protein of unknown function; null mutant is defective in respiration and interacts synthetically with prohibitin (phb1); the authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies",708.0,2.0,GEP3,241.0,-0.7623191480149618
5392,15.0,727512.0,729644.0,"Protein that forms a nucleolar complex with Mak21p that binds to 90S and 66S pre-ribosomes, as well as a nuclear complex with Noc3p that binds to 66S pre-ribosomes; both complexes mediate intranuclear transport of ribosomal precursors",729.0,2.0,NOC2,241.0,-1.800596499479
5393,15.0,733457.0,730008.0,"Second-largest subunit of RNA polymerase III, which is responsible for the transcription of tRNA and 5S RNA genes, and other low molecular weight RNAs",731.0,2.0,RET1,217.0,-0.8942886697458308
5394,15.0,733925.0,736177.0,Phosphotyrosine-specific protein phosphatase involved in the inactivation of mitogen-activated protein kinase (MAPK) during osmolarity sensing; dephosporylates Hog1p MAPK and regulates its localization; localized to the nucleus,898.0,2.0,PTP2,217.0,-2.2109153833400117
5395,15.0,737726.0,736437.0,"Nicotinate phosphoribosyltransferase, acts in the salvage pathway of NAD+ biosynthesis; required for silencing at rDNA and telomeres and has a role in silencing at mating-type loci; localized to the nucleus",850.0,2.0,NPT1,396.0,-0.0995948912402777
5396,15.0,738320.0,738532.0,"RNA polymerase subunit ABC10-beta, common to RNA polymerases I, II, and III",753.0,1.0,RPB10,396.0,-1.8006172988945703
5397,15.0,741569.0,738924.0,"Mitochondrial GTPase, present in complex with Ugo1p and Fzo1p; required for mt morphology and genome maintenance; exists as long and short form with different distributions; homolog of human OPA1 involved in autosomal dominant optic atrophy",898.0,1.0,MGM1,700.0,-1.3715219836241053
5398,15.0,742910.0,744181.0,"G protein beta subunit, forms a dimer with Ste18p to activate the mating signaling pathway, forms a heterotrimer with Gpa1p and Ste18p to dampen signaling; may recruit Rho1p to the polarized growth site during mating; contains WD40 repeats",918.0,1.0,STE4,700.0,-0.0984350435828647
5399,15.0,745281.0,744535.0,"Subunit of the SAS complex (Sas2p, Sas4p, Sas5p), which  acetylates free histones and nucleosomes and regulates transcriptional silencing; stimulates Sas2p HAT activity",800.0,2.0,SAS5,700.0,-1.351099570553134
5400,15.0,746303.0,745593.0,Putative protein of unknown function; YOR214C is not an essential gene,700.0,2.0,YOR214C,,
5401,15.0,747282.0,746725.0,Putative protein of unknown function; the authentic protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays reduced frequency of mitochondrial genome loss,719.0,2.0,AIM41,110.0,-1.4447039639390775
5402,15.0,748979.0,747525.0,Golgi matrix protein involved in the structural organization of the cis-Golgi; interacts genetically with COG3 and USO1,755.0,2.0,RUD3,175.0,-1.6567604711589237
5403,15.0,749301.0,751886.0,"Subunit of heteropentameric Replication factor C (RF-C), which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon",807.0,2.0,RFC1,175.0,-1.5579365536178864
5404,15.0,751895.0,751476.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; open reading frame overlaps the verified gene RFC1/YOR217W",,,YOR218C,,
5405,15.0,755009.0,752214.0,"Dipeptidyl aminopeptidase, Golgi integral membrane protein that cleaves on the carboxyl side of repeating -X-Ala- sequences, required for maturation of alpha factor, transcription is induced by a-factor",761.0,2.0,STE13,230.0,-0.8533323345667849
5406,15.0,755328.0,756125.0,Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and is induced in response to the DNA-damaging agent MMS; phosphorylated in response to alpha factor,725.0,2.0,RCN2,230.0,-1.6277056692406964
5407,15.0,757558.0,756476.0,"Predicted malonyl-CoA:ACP transferase, putative component of a type-II mitochondrial fatty acid synthase that produces intermediates for phospholipid remodeling",752.0,1.0,MCT1,692.0,-0.703923632290258
5408,15.0,758330.0,759253.0,"Mitochondrial inner membrane transporter, exports 2-oxoadipate and 2-oxoglutarate from the mitochondrial matrix to the cytosol for use in lysine and glutamate biosynthesis and in lysine catabolism",735.0,1.0,ODC2,692.0,-0.3080021943083908
5409,15.0,759782.0,760660.0,Putative protein of unknown function,737.0,1.0,YOR223W,427.0,-2.469998536653892
5410,15.0,761265.0,760825.0,"RNA polymerase subunit ABC14.5, common to RNA polymerases I, II, and III",736.0,2.0,RPB8,156.0,-0.3715083147600024
5411,15.0,761392.0,761721.0,"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data",,,YOR225W,,
5412,15.0,762084.0,761614.0,"Conserved protein of the mitochondrial matrix, required for synthesis of mitochondrial and cytosolic iron-sulfur proteins, performs a scaffolding function in mitochondria during Fe/S cluster assembly; isu1 isu2 double mutant is inviable",721.0,1.0,ISU2,490.0,-0.2512672964793943
5413,15.0,762825.0,766565.0,"Protein of unknown function required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes, based on co-purification experiments",931.0,1.0,HER1,490.0,0.148445430185677
5414,15.0,767777.0,766869.0,"Protein of unknown function, localized to the mitochondrial outer membrane",944.0,2.0,YOR228C,324.0,-0.3437150201904861
5415,15.0,768409.0,769812.0,"Transcriptional modulator involved in regulation of meiosis, silencing, and expression of RNR genes; involved in response to replication stress; contains WD repeats",790.0,2.0,WTM2,324.0,-1.4653525393137166
5416,15.0,770800.0,772113.0,"Transcriptional modulator involved in regulation of meiosis, silencing, and expression of RNR genes; required for nuclear localization of the ribonucleotide reductase small subunit Rnr2p and Rnr4p; contains WD repeats",988.0,1.0,WTM1,700.0,-1.0406009257469933
5417,15.0,772601.0,774127.0,"Mitogen-activated kinase kinase involved in protein kinase C signaling pathway that controls cell integrity; upon activation by Bck1p phosphorylates downstream target, Slt2p; functionally redundant with Mkk2p",850.0,2.0,MKK1,151.0,-1.3232800873299624
5418,15.0,774573.0,775259.0,"Mitochondrial matrix cochaperone, acts as a nucleotide release factor for Ssc1p in protein translocation and folding; also acts as cochaperone for Ssq1p in folding of Fe-S cluster proteins; homolog of E. coli GrpE",811.0,2.0,MGE1,121.0,-1.9090107428645495
5419,15.0,775846.0,778248.0,"Serine/threonine protein kinase that inhibits the mitotic exit network (MEN) when the spindle position checkpoint is activated; localized asymmetrically to mother cell cortex, spindle pole body and bud neck",895.0,2.0,KIN4,274.0,-1.0545157803103455
5420,15.0,779405.0,778555.0,"Ribosomal protein L37 of the large (60S) ribosomal subunit, nearly identical to Rpl33Ap and has similarity to rat L35a; rpl33b null mutant exhibits normal growth while rpl33a rpl33b double null mutant is inviable",750.0,1.0,RPL33B,700.0,0.1143831487832303
5421,15.0,779870.0,780184.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; null mutant displays increased levels of spontaneous Rad52 foci",,,IRC13,,
5422,15.0,780906.0,781541.0,"Dihydrofolate reductase, part of the dTTP biosynthetic pathway, involved in folate metabolism, possibly required for mitochondrial function",751.0,1.0,DFR1,700.0,-0.5730325747063851
5423,15.0,781994.0,783298.0,Protein implicated in the regulation of ergosterol biosynthesis; one of a seven member gene family with a common essential function and non-essential unique functions; similar to human oxysterol binding protein (OSBP),893.0,2.0,HES1,194.0,-0.5638199778197919
5424,15.0,783677.0,784588.0,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm,,,YOR238W,389.0,
5425,15.0,784857.0,786744.0,"Nonessential protein that binds actin filaments and localizes to actin patches and cables, has similarity to S-adenosylmethionine (AdoMet)-dependent methyltransferases",1200.0,1.0,ABP140,154.0,-0.665406825836059
5426,15.0,786995.0,788641.0,"Folylpolyglutamate synthetase, catalyzes extension of the glutamate chains of the folate coenzymes, required for methionine synthesis and for maintenance of mitochondrial DNA",700.0,2.0,MET7,122.0,-1.745174857450695
5427,15.0,789857.0,788742.0,Sporulation specific protein that localizes to the spore wall; required for sporulation at a point after meiosis II and during spore wall formation; SSP2 expression is induced midway in meiosis,744.0,2.0,SSP2,82.0,0.1016069562459565
5428,15.0,792241.0,790211.0,"Pseudouridine synthase, catalyzes pseudouridylation at positions 35 and 56 in U2 snRNA, position 50 in 5S rRNA, position 13 in cytoplasmic tRNAs, and position 35 in pre-tRNA(Tyr); conserved in archaea, vertebrates, and some bacteria",716.0,2.0,PUS7,225.0,-1.9030245624710116
5429,15.0,792531.0,793868.0,Catalytic subunit of the histone acetyltransferase complex (NuA4) that acetylates four conserved internal lysines of histone H4 N-terminal tail; required for cell cycle progression and transcriptional silencing at the rDNA locus,753.0,2.0,ESA1,225.0,-1.3569895794514562
5430,15.0,795332.0,794076.0,"Diacylglycerol acyltransferase, catalyzes the terminal step of triacylglycerol (TAG) formation, acylates diacylglycerol using acyl-CoA as an acyl donor, localized to lipid particles",906.0,2.0,DGA1,172.0,0.2316119866430064
5431,15.0,796793.0,795801.0,"Protein with similarity to oxidoreductases, found in lipid particles; required for replication of Brome mosaic virus in S. cerevisiae, a model system for studying replication of positive-strand RNA viruses in their natural hosts",763.0,1.0,YOR246C,587.0,0.5352289769697114
5432,15.0,797676.0,798308.0,"Mannoprotein that exhibits a tight association with the cell wall, required for cell wall stability in the absence of GPI-anchored mannoproteins; has a high serine-threonine content; expression is induced in cell wall mutants",933.0,1.0,SRL1,587.0,1.5953767637285887
5433,15.0,798013.0,798315.0,"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data",,,YOR248W,587.0,
5434,15.0,800731.0,798674.0,"Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C), which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition",717.0,2.0,APC5,181.0,-0.8495523319634257
5435,15.0,802307.0,800970.0,"Subunit of cleavage factor I (CFI), involved in both the endonucleolyitc cleavage and polyadenylation steps of mRNA 3'-end maturation",737.0,2.0,CLP1,110.0,-0.8572318350219987
5436,15.0,803464.0,802550.0,"Rhodanese domain sulfur transferase, accepts persulfite from Nfs1p and transfers it to Uba4p in the pathway for 2-thiolation of the wobble uridine base of tRNAs; also stimulates sulfur transfer by Nfs1p; may be mitochondrially localized",725.0,2.0,TUM1,146.0,-1.2277921751121692
5437,15.0,803667.0,804203.0,Protein of unknown function that associates with ribosomes,732.0,2.0,TMA16,146.0,-0.9979068707059292
5438,15.0,804377.0,804907.0,"Subunit of the N-terminal acetyltransferase NatA (Nat1p, Ard1p, Nat5p); N-terminally acetylates many proteins, which influences multiple processes such as the cell cycle, heat-shock resistance, mating, sporulation, and telomeric silencing",725.0,2.0,NAT5,69.0,-1.719770866764918
5439,15.0,807023.0,805032.0,"Essential subunit of Sec63 complex (Sec63p, Sec62p, Sec66p and Sec72p); with Sec61 complex, Kar2p/BiP and Lhs1p forms a channel competent for SRP-dependent and post-translational SRP-independent protein targeting and import into the ER",736.0,2.0,SEC63,700.0,-2.037397548481901
5440,15.0,807271.0,808107.0,Protein involved in sporulation; required for the construction of the outer spore wall layers; required for proper localization of Spo14p,850.0,2.0,OSW1,,
5441,15.0,810683.0,808254.0,Protein that functions with Tre1p to regulate ubiquitylation and vacuolar degradation of the metal transporter Smf1p; has similarity to transferrin receptors; inviability of null mutant in systematic studies is due to proximity to CDC31,852.0,2.0,TRE2,136.0,-0.9155192286112132
5442,15.0,811008.0,811493.0,"Calcium-binding component of the spindle pole body (SPB) half-bridge, required for SPB duplication in mitosis and meiosis II; homolog of mammalian centrin; binds multiubiquitinated proteins and is involved in proteasomal protein degradation",734.0,2.0,CDC31,136.0,-1.1160485190251697
5443,15.0,811671.0,812324.0,"DNA 5' AMP hydrolase involved in DNA repair; member of the histidine triad (HIT) superfamily of nucleotide-binding proteins; homolog of Aprataxin, a Hint related protein that is mutated in individuals with ataxia with oculomotor apraxia",710.0,2.0,HNT3,110.0,-0.5922081962168617
5444,15.0,813708.0,812395.0,One of six ATPases of the 19S regulatory particle of the 26S proteasome involved in degradation of ubiquitinated substrates; contributes preferentially to ERAD; required for spindle pole body duplication; mainly nuclear localization,723.0,2.0,RPT4,207.0,-1.874437101196599
5445,15.0,813984.0,815720.0,"Gamma subunit of the translation initiation factor eIF2B, the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a negative regulator of GCN4 expression",748.0,2.0,GCD1,207.0,-2.490133564238169
5446,15.0,816931.0,815915.0,"Essential, non-ATPase regulatory subunit of the 26S proteasome; has similarity to the human p40 proteasomal subunit and to another S. cerevisiae regulatory subunit, Rpn11p",796.0,2.0,RPN8,201.0,-1.4404485152697235
5447,15.0,817292.0,818335.0,Protein of unknown function required for establishment of sister chromatid cohesion; contains an ATP/GTP binding site motif; similar to YLR243W and is highly conserved across species and homologous to human gene GPN2/ATPBD1B,762.0,2.0,YOR262W,201.0,-1.933634638038301
5448,15.0,819164.0,818757.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF DES3/YOR264W",,,YOR263C,,
5449,15.0,818866.0,820158.0,"Daughter cell-specific protein, may help establish daughter fate",757.0,2.0,DSE3,377.0,0.5258379897466723
5450,15.0,820454.0,820774.0,"Protein involved in microtubule morphogenesis, required for protection from excess free beta-tubulin; proposed to be involved the folding of beta-tubulin; similar to mouse beta-tubulin cofactor A",734.0,2.0,RBL2,79.0,-1.7721779473796389
5451,15.0,821023.0,822294.0,"Mitochondrial integral inner membrane protein involved in membrane insertion of C-terminus of Cox2p, interacts genetically and physically with Cox18p; deletion mutant sensitive to the anti-Pneumocystis carinii drug pentamidine",786.0,2.0,PNT1,138.0,-0.612596067159692
5452,15.0,824867.0,822588.0,Protein kinase implicated in activation of the plasma membrane H(+)-ATPase Pma1p in response to glucose metabolism; plays a role in ion homeostasis,857.0,1.0,HRK1,700.0,-0.7265304706754607
5453,15.0,825932.0,825534.0,Putative protein of unknown function; sporulation is abnormal in homozygous diploid; YOR268C is not an essential gene,,,YOR268C,,
5454,15.0,826385.0,827869.0,"Protein involved in nuclear migration, part of the dynein/dynactin pathway; targets dynein to microtubule tips, which is necessary for sliding of microtubules along bud cortex; synthetic lethal with bni1; homolog of human LIS1",782.0,1.0,PAC1,700.0,-0.7473611443736994
5455,15.0,830574.0,828052.0,"Subunit a of vacuolar-ATPase V0 domain, one of two isoforms (Vph1p and Stv1p); Vph1p is located in V-ATPase complexes of the vacuole while Stv1p is located in V-ATPase complexes of the Golgi and endosomes",871.0,1.0,VPH1,216.0,-0.2438235304899203
5456,15.0,832042.0,831059.0,"Putative protein, predicted to be an alpha-isopropylmalate carrier; belongs to the sideroblastic-associated protein family; non-tagged protein is detected in purified mitochondria; likely to play a role in iron homeostasis",740.0,1.0,FSF1,669.0,
5457,15.0,832813.0,834195.0,"Constituent of 66S pre-ribosomal particles, forms a complex with Nop7p and Erb1p that is required for maturation of the large ribosomal subunit; has seven C-terminal WD repeats",774.0,1.0,YTM1,669.0,
5458,15.0,836431.0,834452.0,"Polyamine transport protein, recognizes spermine, putrescine, and spermidine; localizes to the plasma membrane; member of the major facilitator superfamily",787.0,1.0,TPO4,700.0,1.8172503013336636
5459,15.0,837674.0,838960.0,"Delta 2-isopentenyl pyrophosphate:tRNA isopentenyl transferase, required for biosynthesis of the modified base isopentenyladenosine in mitochondrial and cytoplasmic tRNAs; gene is nuclear and encodes two isozymic forms",738.0,1.0,MOD5,700.0,-1.1820366190216296
5460,15.0,841069.0,839084.0,Protein involved in proteolytic activation of Rim101p in response to alkaline pH; PalA/AIP1/Alix family member; interaction with the ESCRT-III subunit Snf7p suggests a relationship between pH response and multivesicular body formation,718.0,2.0,RIM20,214.0,-1.4930242877199662
5461,15.0,841333.0,841818.0,"Phosphoprotein of the mRNA cap-binding complex involved in translational control, repressor of cap-dependent translation initiation, competes with eIF4G for binding to eIF4E",754.0,2.0,CAF20,214.0,-3.2167148397622585
5462,15.0,841823.0,841515.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; almost completely overlaps the verified gene CAF20",,,YOR277C,,
5463,15.0,842817.0,843644.0,"Uroporphyrinogen III synthase, catalyzes the conversion of hydroxymethylbilane to uroporphyrinogen III, the fourth step in heme biosynthesis; deficiency in the human homolog can result in the disease congenital erythropoietic porphyria",999.0,1.0,HEM4,700.0,-0.669355177901445
5464,15.0,844630.0,843698.0,DNA-binding protein required for vegetative repression of middle sporulation genes; specificity factor that directs the Hst1p histone deacetylase to some of the promoters regulated by Sum1p; involved in telomere maintenance,811.0,2.0,RFM1,186.0,-1.3008898199013332
5465,15.0,845792.0,844992.0,Putative serine hydrolase; likely target of Cyc8p-Tup1p-Rfx1p transcriptional regulation; sequence is similar to S. cerevisiae Fsh1p and Fsh2p and the human candidate tumor suppressor OVCA2,721.0,2.0,FSH3,361.0,-0.0822704169956205
5466,15.0,847129.0,846269.0,Essential protein that interacts with the CCT (chaperonin containing TCP-1) complex to stimulate actin folding; has similarity to phosducins; null mutant lethality is complemented by mouse phosducin-like protein MgcPhLP,728.0,2.0,PLP2,192.0,-2.1454670909719
5467,15.0,847000.0,847320.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps essential, verified gene PLP2/YOR281C",,,YOR282W,,
5468,15.0,847453.0,848145.0,"Phosphatase with a broad substrate specificity and some similarity to GPM1/YKL152C, a phosphoglycerate mutase; YOR283W is not an essential gene",799.0,2.0,YOR283W,192.0,-1.4570185516600764
5469,15.0,848478.0,849209.0,Cytoplasmic protein of unknown function; computational analysis of large-scale protein-protein interaction data suggests a possible role in actin patch assembly,749.0,2.0,HUA2,141.0,-1.6406333467774823
5470,15.0,849635.0,850054.0,Protein of unknown function containing a rhodanese-like domain; localized to the mitochondrial outer membrane,707.0,2.0,RDL1,137.0,-1.5968582059088527
5471,15.0,850280.0,850729.0,"Protein with rhodanese activity; contains a rhodanese-like domain similar to Rdl1p, Uba4p, Tum1p, and Ych1p; overexpression causes a cell cycle delay; null mutant displays elevated frequency of mitochondrial genome loss",725.0,2.0,RDL2,141.0,-1.8059014480947857
5472,15.0,851839.0,850937.0,Component of 90S preribosomes; involved in early cleavages of the 35S pre-rRNA and in production of the 40S ribosomal subunit,722.0,2.0,RRP36,182.0,-1.8534098937728676
5473,15.0,853077.0,852121.0,Member of the protein disulfide isomerase (PDI) family; interacts with and inhibits the chaperone activity of Cne1p; MPD1 overexpression in a pdi1 null mutant suppresses defects in Pdi1p functions such as carboxypeptidase Y maturation,1109.0,1.0,MPD1,223.0,-1.584494884886431
5474,15.0,853357.0,854112.0,Putative protein of unknown function; transcription induced by the unfolded protein response; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus,,,YOR289W,223.0,
